date,extent_pct,invalid_pct,usable_month,reference_median_pct,anomaly_pct,condition_percentile,quality_state,hy_year,confidence,phase,is_hy_peak,is_hy_trough,in_wet_event,wet_event_id,in_low_spell,low_spell_id,regime,route
2015-05-01,0.11627060314901261,1.3840549525837682,True,0.18936043038162376,-0.07308982723261115,20.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2015-06-01,0.13216419702261215,0.21976912836093007,True,0.20737688332947785,-0.0752126863068657,30.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2015-07-01,0.1361809346323541,0.015391197326616476,True,0.19931252337853236,-0.06313158874617827,35.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2015-08-01,0.12161474203722417,0.014925169041029682,True,0.16418315237936565,-0.04256841034214148,35.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2015-09-01,0.10528922584821057,0.015090731721435517,True,0.16359240173932482,-0.05830317589111425,30.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2015-10-01,0.08080731296649556,0.29651662865572365,True,0.1394760413710151,-0.058668728404519546,20.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2015-11-01,0.06803239537357621,0.0697509440598655,True,0.13080379607432513,-0.06277140070074892,10.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2015-12-01,0.05666143139234103,1.6596677598504737,True,0.1302814891587041,-0.07362005776636307,15.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2016-01-01,0.06129426089686529,2.029657426899631,True,0.1253924664088797,-0.0640982055120144,15.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2016-02-01,0.06604277159313694,0.2532005259006564,True,0.16263768478669205,-0.09659491319355511,10.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2016-03-01,0.04169500991537522,1.2740661452341586,True,0.16105933885204327,-0.11936432893666804,5.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2016-04-01,0.04268482128981509,0.015090731721435517,True,0.20658495393755041,-0.1639001326477353,0.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2016-05-01,0.047238795584669376,0.24291724386211622,True,0.18936043038162376,-0.1421216347969544,0.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2016-06-01,0.06511731108817746,0.8978525477919672,True,0.20737688332947785,-0.14225957224130037,5.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2016-07-01,0.051169157266796474,1.6379054653037957,True,0.19931252337853236,-0.1481433661117359,0.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2016-08-01,0.049866246323675555,0.039336466474201075,True,0.16418315237936565,-0.11431690605569009,5.0,usable,,,unspecified,False,False,False,,True,8,aseasonal,event_characterisation
2016-09-01,0.4477674211469112,14.314880473249271,True,0.1527605286914947,0.2950068924554165,95.0,usable,,,unspecified,False,False,True,8,False,,aseasonal,event_characterisation
2016-10-01,0.22643490246499204,0.02723199495119672,True,0.13621118739818822,0.09022371506680382,90.0,usable,,,unspecified,False,False,True,8,False,,aseasonal,event_characterisation
2016-11-01,0.16791281167577587,0.015556760007022311,True,0.11766673003751643,0.05024608163825944,70.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2016-12-01,0.12295191806034764,0.01509686367256166,True,0.1302814891587041,-0.007329571098356469,45.0,usable,,,unspecified,False,False,False,,False,,aseasonal,event_characterisation
2017-01-01,0.09665415819246098,0.16103116852361565,True,0.1253924664088797,-0.028738308216418706,30.0,usable,,,unspecified,False,False,False,,True,9,aseasonal,event_characterisation
